County,State,Population_Estimate_2015,Population_Estimate_2016,Population_Estimate_2017,LACCESS_POP15,LACCESS_LOWI15,LACCESS_HHNV15,LACCESS_CHILD15,LACCESS_SENIORS15,GROC16,SUPERC16,CONVS16,SPECS16,WICS16,GROCPTH16,SUPERCPTH16,CONVSPTH16,SPECSPTH16,WICSPTH16,FFR16,FSR16,FFRPTH16,FSRPTH16,FOODINSEC_15_17,VLFOODSEC_15_17,FMRKT_WIC18,FMRKT_WICCASH18,POVRATE15,CHILDPOVRATE15,PCT_WIC17
Dauphin County,Pennsylvania,"273,138","274,266","275,831",85827.77666,20393.26149,2840.165665,19220.16707,11538.40422,56,4,107,19,36,0.204289347,0.0145921,0.390338573,0.069312457,0.131259441,232,223,0.846341579,0.813509363,12.1,4,0,0,13.6,23.4,1.765328805
Delaware County,Pennsylvania,"563,161","563,490","563,487",88622.49611,13667.884,2088.147856,20416.57272,13472.32853,138,3,155,70,74,0.24468302,0.0053192,0.274825131,0.124114575,0.131324425,431,315,0.764191172,0.55851559,12.1,4,3,2,10.4,14.4,1.765328805
Elk County,Pennsylvania,"30,892","30,504","30,290",3612.385586,913.7046858,416.7685114,709.6352287,766.062425,7,1,15,2,4,0.230089077,0.0328699,0.493048023,0.065739736,0.131130338,16,25,0.525917891,0.821746705,12.1,4,0,0,9.3,14.2,1.765328805
Erie County,Pennsylvania,"278,182","276,289","273,892",75116.93925,24319.43883,4536.875702,16311.60744,10806.51169,36,6,97,8,36,0.130283258,0.0217139,0.351040999,0.0289518,0.130298346,190,191,0.687606081,0.691225061,12.1,4,2,0,17.1,26.3,1.765328805
Fayette County,Pennsylvania,"133,224","132,365","131,427",27001.2345,10746.71643,2372.447887,5532.066735,4884.928197,28,4,61,8,17,0.211493142,0.0302133,0.460752916,0.0604266,0.128432736,89,90,0.672246057,0.679799384,12.1,4,5,0,20.1,31.2,1.765328805
Forest County,Pennsylvania,"7,377","7,324","7,311",105.4152029,40.58555241,75.3520719,13.53616669,22.84634258,3,0,3,0,1,0.410621407,0,0.410621407,0,0.136537418,1,8,0.136873802,1.094990419,12.1,4,0,0,24.3,46.4,1.765328805
Franklin County,Pennsylvania,"153,074","153,753","154,487",26304.56801,7423.469987,1294.199561,6141.660057,4815.175159,31,3,51,9,16,0.20187023,0.0195358,0.332109088,0.0586075,0.104063012,97,97,0.631658462,0.631658462,12.1,4,1,1,9.4,14.9,1.765328805
Fulton County,Pennsylvania,"14,505","14,492","14,475",1650.690231,644.2349254,218.5845721,392.5742189,285.7921143,2,0,7,1,1,0.136826982,0,0.478894438,0.068413491,0.069003589,6,4,0.410480947,0.273653965,12.1,4,0,0,11.6,19.4,1.765328805
Greene County,Pennsylvania,"37,400","37,211","36,849",6321.855404,2458.725603,776.8231312,1362.815164,1066.27226,12,1,19,0,6,0.322945261,0.0269121,0.511329996,0,0.161242649,30,19,0.807363152,0.511329996,12.1,4,1,0,15.1,21.5,1.765328805
Huntingdon County,Pennsylvania,"45,485","45,343","45,374",931.0247974,286.1852977,487.1758236,210.7858971,218.6676071,4,1,21,3,5,0.087906292,0.0219766,0.461508032,0.065929719,0.110270604,19,23,0.417554886,0.505461178,12.1,4,1,0,14.3,20.7,1.765328805
Indiana County,Pennsylvania,"86,773","85,200","84,879",17518.98091,8063.117346,2131.762836,2544.251677,2434.581117,9,2,35,3,8,0.105564418,0.0234588,0.410528291,0.0351881,0.093896717,48,46,0.563010228,0.539551469,12.1,4,0,0,18.2,22.3,1.765328805
Jefferson County,Pennsylvania,"44,345","44,037","43,828",2008.472775,805.5820057,703.1211003,334.5071762,487.664734,8,1,13,5,6,0.182004323,0.0227505,0.295757024,0.113752702,0.136249065,28,37,0.637015129,0.841769992,12.1,4,0,0,14.6,21.9,1.765328805
Juniata County,Pennsylvania,"24,437","24,556","24,628",4489.028375,1939.471183,676.2245468,1061.667873,722.8347533,5,0,10,1,2,0.204290092,0,0.408580184,0.040858,0.081446491,8,15,0.326864147,0.612870276,12.1,4,0,0,12.8,19,1.765328805
Lackawanna County,Pennsylvania,"211,904","211,073","210,640",27068.57118,8326.020114,1541.874666,5746.718923,4843.327486,43,3,102,20,26,0.203915171,0.0142266,0.483705755,0.094844266,0.123180129,158,232,0.749269699,1.100193482,12.1,4,1,1,15.3,22.4,1.765328805
Lancaster County,Pennsylvania,"535,737","538,069","541,054",121279.2734,27178.84476,7546.861861,29740.54639,18396.75642,108,4,150,81,59,0.200320141,0.00741926,0.278222418,0.150240106,0.109651364,340,328,0.630637482,0.608379688,12.1,4,2,1,10.6,15.5,1.765328805
Lawrence County,Pennsylvania,"88,113","87,332","86,652",24199.27318,11278.46442,2468.753097,5234.078502,4279.630753,15,1,39,4,5,0.171172302,0.0114115,0.445047985,0.0456459,0.057252783,51,48,0.581985827,0.547751367,12.1,4,1,1,17.5,26.6,1.765328805
Lebanon County,Pennsylvania,"137,491","138,475","139,566",19710.99259,4149.411339,911.5240662,4047.269084,3835.031868,33,2,48,12,21,0.238169129,0.0144345,0.346427824,0.086606956,0.151651919,88,67,0.635117677,0.483555504,12.1,4,0,0,11.6,17.4,1.765328805
Lehigh County,Pennsylvania,"359,720","362,181","365,371",87227.61191,15672.6209,2009.953016,20662.60933,12319.51747,76,5,125,37,101,0.209301237,0.0137698,0.344245455,0.101896655,0.278866082,252,268,0.693998838,0.738062256,12.1,4,3,0,12.1,19.1,1.765328805
Luzerne County,Pennsylvania,"317,978","317,018","317,624",50063.35828,15640.38463,2789.735255,9939.280453,9427.507064,60,4,166,30,45,0.189393342,0.0126262,0.523988245,0.094696671,0.141947776,212,297,0.669189807,0.937497041,12.1,4,0,0,15.1,23.9,1.765328805
Lycoming County,Pennsylvania,"115,576","114,821","113,930",21592.60009,7735.471079,1301.615335,4428.058721,3391.510055,18,1,49,10,13,0.15692018,0.0087178,0.427171601,0.087177878,0.113219708,69,103,0.601527356,0.897932141,12.1,4,0,0,14.8,23.1,1.765328805
McKean County,Pennsylvania,"42,406","41,683","41,329",1676.288459,444.0818956,436.6889777,238.8366984,338.9411387,12,1,25,0,10,0.289031264,0.0240859,0.602148466,0,0.239905953,28,31,0.674406282,0.746664097,12.1,4,0,0,16.9,25.6,1.765328805
Mercer County,Pennsylvania,"113,633","112,604","111,551",16912.59081,6895.747727,2059.334669,3620.147971,3325.216264,14,2,46,10,14,0.12425337,0.0177505,0.408261074,0.088752407,0.124329507,75,90,0.665643056,0.798771667,12.1,4,0,0,14.2,24,1.765328805
Mifflin County,Pennsylvania,"46,433","46,331","46,334",2397.652376,856.0974034,901.3081375,537.1797928,399.6882288,11,1,16,5,4,0.23749892,0.0215908,0.345452975,0.107954055,0.086335286,25,32,0.539770274,0.69090595,12.1,4,0,0,15.4,26.4,1.765328805
Monroe County,Pennsylvania,"166,598","166,421","168,089",49943.44202,15724.2686,1843.105605,13300.84191,5242.411001,17,3,55,12,17,0.102092291,0.0180163,0.33029859,0.072065147,0.102150567,112,147,0.672608038,0.882798049,12.1,4,0,0,12.7,17.6,1.765328805
Montgomery County,Pennsylvania,"817,373","820,084","824,562",227360.9185,29207.21619,3695.470002,53490.56164,35864.00735,146,12,219,83,65,0.177906455,0.0146224,0.266859683,0.101138601,0.07926017,674,667,0.821294184,0.812764423,12.1,4,4,1,6.6,7.5,1.765328805
Montour County,Pennsylvania,"18,292","18,244","18,275",2082.608056,502.7298728,277.5177193,342.5277775,640.8503821,3,0,6,1,2,0.164563906,0,0.329127811,0.0548546,0.109625079,11,15,0.603400987,0.822819528,12.1,4,0,0,9,15.2,1.765328805
Northampton County,Pennsylvania,"300,120","301,364","302,976",68026.98452,13083.7217,2012.058299,15629.68242,10906.92542,51,2,101,21,36,0.169008484,0.00662778,0.334703075,0.069591729,0.119456872,202,262,0.669406151,0.868239661,12.1,4,3,1,8.8,13.4,1.765328805
Northumberland County,Pennsylvania,"92,890","92,275","91,767",10264.86855,3226.442191,911.4387129,2075.90388,1945.032292,21,1,39,8,12,0.22707858,0.0108133,0.421717363,0.086506126,0.130046055,61,64,0.659609209,0.692049006,12.1,4,0,0,13.1,20.2,1.765328805
Perry County,Pennsylvania,"45,848","45,939","46,032",5820.970077,1944.14939,652.5909724,1402.003281,828.1309773,9,0,17,4,6,0.195711738,0,0.369677728,0.086982995,0.130607978,20,22,0.434914974,0.478406472,12.1,4,0,0,9.6,14.3,1.765328805
Philadelphia County,Pennsylvania,"1,571,258","1,576,390","1,580,221",18434.25338,7120.829845,648.1955693,2406.79109,3372.848508,679,5,474,182,760,0.431175445,0.00317508,0.300997292,0.1155728,0.482114196,1427,1150,0.906166952,0.730267691,12.1,4,39,1,25.4,38.4,1.765328805
Pike County,Pennsylvania,"55,350","55,024","55,523",3588.729793,1364.55132,841.7973053,984.3724402,376.1698225,8,1,27,1,5,0.14495117,0.0181189,0.489210197,0.0181189,0.090869442,23,36,0.416734613,0.652280263,12.1,4,1,0,10.9,17.1,1.765328805
Potter County,Pennsylvania,"17,085","16,952","16,835",3109.537737,1166.100604,238.524038,777.6392919,548.914432,8,0,11,0,6,0.47267356,0,0.649926145,0,0.353940547,6,14,0.35450517,0.82717873,12.1,4,0,0,14.3,23.6,1.765328805
Schuylkill County,Pennsylvania,"144,129","143,521","142,666",11845.56779,3852.240522,1312.181924,2488.855958,2100.144918,30,2,60,14,19,0.209299892,0.0139533,0.418599784,0.097673283,0.132384807,71,100,0.495343077,0.697666306,12.1,4,0,0,13,19,1.765328805
Snyder County,Pennsylvania,"40,523","40,452","40,585",2743.687656,1114.462232,763.0273783,561.4396029,366.2426057,10,0,14,6,7,0.245899624,0,0.344259473,0.147539774,0.173044592,26,37,0.639339022,0.909828608,12.1,4,0,0,11.7,18,1.765328805
Somerset County,Pennsylvania,"75,396","74,892","74,356",12451.47715,4991.029997,1745.169884,2363.09075,2372.882247,16,1,29,7,8,0.213134408,0.0133209,0.386306114,0.093246303,0.106820486,29,65,0.386306114,0.865858532,12.1,4,1,0,14.4,21.8,1.765328805
Sullivan County,Pennsylvania,"6,267","6,129","6,139",1986.872404,716.028118,61.79039443,294.1437004,547.1980435,3,0,6,0,1,0.492691739,0,0.985383478,0,0.163158759,4,8,0.656922319,1.313844638,12.1,4,0,0,13.5,20.7,1.765328805
Susquehanna County,Pennsylvania,"41,783","41,263","40,975",2173.22499,816.1300901,474.5143872,441.2061616,461.5621421,7,0,21,2,5,0.16974635,0,0.509239051,0.048499,0.121173933,23,29,0.557738009,0.70323488,12.1,4,0,0,12.6,19.6,1.765328805
Tioga County,Pennsylvania,"41,520","41,251","40,701",4409.080185,1931.010535,596.3295322,589.5216135,503.1841525,10,1,17,4,7,0.242559488,0.0242559,0.412351129,0.097023795,0.169692859,22,36,0.533630873,0.873214156,12.1,4,0,0,13.1,18.9,1.765328805
Union County,Pennsylvania,"45,551","45,514","44,756",14497.98723,6052.651243,580.955877,1571.873489,1247.650133,3,1,14,5,4,0.066021127,0.022007,0.308098592,0.110035211,0.087885045,27,33,0.594190141,0.726232394,12.1,4,0,0,12.4,13.6,1.765328805
Venango County,Pennsylvania,"52,956","52,480","51,823",5015.180594,1640.466835,637.7245893,1091.396877,913.6887934,7,1,26,6,7,0.13341211,0.0190589,0.495530694,0.114353237,0.133384153,21,34,0.40023633,0.648001677,12.1,4,0,0,13.5,23.2,1.765328805
Warren County,Pennsylvania,"40,327","40,017","39,677",6099.288415,2065.166654,593.7335793,1224.629332,1268.945665,10,1,16,1,7,0.250012501,0.0250013,0.400020001,0.0250013,0.174925655,24,27,0.600030002,0.675033752,12.1,4,0,0,12.2,22.7,1.765328805
Washington County,Pennsylvania,"207,727","207,418","207,296",58314.87898,14584.15621,3133.028882,12355.19911,9536.76072,24,2,77,10,14,0.115751347,0.0096459,0.371368904,0.0482297,0.067496553,136,136,0.655924299,0.655924299,12.1,4,1,0,10.1,13.8,1.765328805
Wayne County,Pennsylvania,"51,812","51,332","51,215",1982.403957,774.381367,577.6884573,409.7648738,443.061931,10,1,21,2,6,0.195198126,0.0195198,0.409916065,0.0390396,0.116886154,26,70,0.507515128,1.366386883,12.1,4,0,0,13.3,20.7,1.765328805
Westmoreland County,Pennsylvania,"357,034","354,814","352,321",118356.6468,28616.50291,4799.494382,24190.36714,21040.4318,51,7,126,24,38,0.143747816,0.0197301,0.355141662,0.067646031,0.107098363,249,275,0.70182757,0.77511077,12.1,4,2,0,11.3,15.5,1.765328805
Wyoming County,Pennsylvania,"27,808","27,542","27,381",863.6218883,245.0792511,339.2501151,180.4817757,141.7457004,6,1,24,1,5,0.218197687,0.0363663,0.872790748,0.0363663,0.181540921,13,24,0.472761655,0.872790748,12.1,4,0,0,11.1,17.7,1.765328805
York County,Pennsylvania,"441,800","443,777","445,722",105961.1888,21430.10875,2776.313692,25680.33439,14428.37466,64,8,132,29,47,0.144206179,0.0180258,0.297425244,0.065343425,0.10590905,306,236,0.689485792,0.531760284,12.1,4,1,1,10.4,15.2,1.765328805
Bristol County,Rhode Island,"49,115","48,863","48,800",25479.00554,5920.319231,812.3490392,4619.847453,4354.208719,7,0,13,3,4,0.143213716,0,0.265968329,0.0613773,0.081861533,33,58,0.675150374,1.186627931,12.4,5.6,3,2,9.3,9.7,1.840304415
Kent County,Rhode Island,"163,750","163,651","163,541",46714.55237,8818.417732,1013.774737,10216.7328,6643.392406,21,2,58,9,14,0.128291282,0.0122182,0.354328304,0.054982,0.085547902,142,167,0.867493433,1.02022115,12.4,5.6,3,2,8.7,12.5,1.840304415
Newport County,Rhode Island,"83,268","83,197","83,018",25293.05589,4051.428194,465.2804743,5550.364217,4407.127534,14,1,29,14,7,0.167674711,0.0119768,0.347326187,0.167674711,0.084137648,76,132,0.910234146,1.58093299,12.4,5.6,2,0,11.1,13.8,1.840304415
Providence County,Rhode Island,"633,856","635,230","634,758",96381.11781,20060.20228,2903.499704,19211.14814,15462.11067,135,3,227,59,170,0.212423803,0.00472053,0.357186691,0.092837069,0.26761961,491,610,0.772593238,0.959840887,12.4,5.6,16,16,17.2,25.7,1.840304415
Washington County,Rhode Island,"126,184","126,122","126,369",40965.56486,10810.36621,1178.104376,7305.791834,5832.50915,28,2,39,12,12,0.222255737,0.0158754,0.309570491,0.095252459,0.095145971,100,177,0.793770489,1.404973766,12.4,5.6,5,3,9.9,11.3,1.840304415
Abbeville County,South Carolina,"24,775","24,633","24,560",281.1226946,150.4238653,335.3344888,75.35937318,37.44595319,5,0,12,0,3,0.202289922,0,0.485495813,0,0.121787846,11,11,0.445037828,0.445037828,11.7,4.2,0,0,19.1,26.2,1.976997842
Aiken County,South Carolina,"165,657","167,103","168,256",35442.66188,11651.90886,2050.706403,8176.628605,5447.068913,27,5,103,7,19,0.161752196,0.0299541,0.617054672,0.0419358,0.113702327,109,102,0.652999605,0.61106385,11.7,4.2,0,0,18.1,27.1,1.976997842
Allendale County,South Carolina,"9,420","9,048","9,001",1740.660124,1289.365016,303.8921524,385.6327105,260.7696716,1,0,11,1,1,0.11038746,0,1.21426206,0.11038746,0.110521659,3,2,0.33116238,0.22077492,11.7,4.2,0,0,41,50.6,1.976997842
Anderson County,South Carolina,"193,743","195,673","198,268",51914.46067,21003.36975,2448.938583,12854.4945,7269.24222,33,4,138,6,24,0.16839484,0.0204115,0.704196604,0.0306172,0.122653611,134,161,0.683785108,0.821562704,11.7,4.2,1,1,17.2,25.1,1.976997842
Bamberg County,South Carolina,"14,689","14,484","14,397",4629.006917,2233.43002,450.4459262,938.1044906,757.3843695,4,0,12,1,3,0.275292498,0,0.825877495,0.068823125,0.207125098,14,5,0.963523744,0.344115623,11.7,4.2,0,0,32.7,43.9,1.976997842
Barnwell County,South Carolina,"21,782","21,611","21,356",513.8347912,210.0558677,564.3102558,111.2154013,99.67387543,5,1,18,0,5,0.231577972,0.0463156,0.8336807,0,0.231363654,15,14,0.694733917,0.648418322,11.7,4.2,1,1,27.3,38.2,1.976997842
Beaufort County,South Carolina,"179,825","183,217","186,492",52289.04273,18360.80673,2001.843306,12143.78806,8078.654104,29,3,75,14,22,0.158040731,0.016349,0.408726028,0.076295525,0.120076194,108,290,0.588565481,1.580407309,11.7,4.2,2,0,12.9,21.3,1.976997842
Berkeley County,South Carolina,"203,035","208,498","214,470",42839.04416,16632.26468,1500.733217,10807.42165,3887.182463,24,5,71,6,20,0.113280752,0.0236002,0.335122225,0.0283202,0.095924184,108,92,0.509763385,0.434242883,11.7,4.2,3,2,13,18.7,1.976997842
Calhoun County,South Carolina,"14,760","14,744","14,693",129.1499994,45.88117304,303.7473872,24.01025112,19.11272268,2,0,11,2,1,0.135584028,0,0.745712155,0.135584028,0.0678242,4,2,0.271168056,0.135584028,11.7,4.2,0,0,21.3,29.4,1.976997842
Charleston County,South Carolina,"389,299","396,785","401,738",67780.23338,23482.16048,3058.866279,15246.25376,7810.807281,89,8,181,50,60,0.22442444,0.020173,0.456413748,0.126081146,0.151215389,347,570,0.875003152,1.437325062,11.7,4.2,2,3,14.9,22.9,1.976997842
Cherokee County,South Carolina,"56,511","56,683","56,925",7921.079623,4308.109608,908.2813793,1953.24779,1225.613919,9,1,42,3,6,0.158660203,0.0176289,0.740414279,0.0528867,0.105851844,38,35,0.669898634,0.6170119,11.7,4.2,0,0,20.3,29.7,1.976997842
Chester County,South Carolina,"32,395","32,269","32,285",5545.287306,3732.681004,765.647889,1436.202161,777.0549873,5,1,34,0,7,0.154894672,0.0309789,1.053283767,0,0.216926455,12,22,0.371747212,0.681536555,11.7,4.2,1,0,25.7,38,1.976997842
Chesterfield County,South Carolina,"46,156","46,127","45,920",6209.583223,3394.365557,1203.41239,1504.131894,893.9408416,9,1,29,2,7,0.194931774,0.0216591,0.628113494,0.0433182,0.151754931,21,29,0.454840806,0.628113494,11.7,4.2,0,0,23.5,33.7,1.976997842
Clarendon County,South Carolina,"33,978","34,227","34,000",1767.303749,821.8765175,960.5563734,402.5545336,312.0689666,4,1,34,1,5,0.116825842,0.0292065,0.993019656,0.0292065,0.146083504,16,19,0.467303368,0.554922749,11.7,4.2,1,1,25.4,38.1,1.976997842
Colleton County,South Carolina,"37,452","37,596","37,594",9368.311689,5107.729235,725.2116365,2198.503698,1377.721695,9,1,34,2,6,0.239368068,0.0265965,0.904279369,0.0531929,0.159591451,25,23,0.664911301,0.611718397,11.7,4.2,1,1,23.1,36.7,1.976997842
Darlington County,South Carolina,"67,519","67,259","67,033",11248.72712,5303.169601,1417.285443,2538.123306,1990.811112,12,2,54,8,11,0.178120825,0.0296868,0.801543714,0.118747217,0.16354689,32,36,0.474988867,0.534362476,11.7,4.2,0,0,21.5,33.4,1.976997842
Dillon County,South Carolina,"31,165","30,743","30,551",3865.68394,2549.497464,824.5924881,1140.121381,377.6524138,6,1,26,2,5,0.194697732,0.0324496,0.843690171,0.064899244,0.162638649,24,14,0.778790927,0.454294707,11.7,4.2,0,0,31.2,42.8,1.976997842
Dorchester County,South Carolina,"152,854","156,199","158,881",26155.29065,7795.297405,1115.289968,7119.743955,2536.975964,19,1,54,3,18,0.123801891,0.00651589,0.351858006,0.0195477,0.115237616,76,78,0.495207564,0.508239342,11.7,4.2,0,0,13.6,18.8,1.976997842
Edgefield County,South Carolina,"26,767","26,609","26,772",2309.694201,978.631314,283.3405369,360.1602962,320.3181438,3,0,12,1,2,0.112866817,0,0.451467269,0.0376223,0.075162537,5,16,0.188111362,0.601956358,11.7,4.2,0,0,18.9,27.1,1.976997842
Fairfield County,South Carolina,"22,878","22,643","22,612",5167.298867,2260.912003,711.8355906,1010.09231,927.453911,2,0,21,1,2,0.088378259,0,0.927971719,0.0441891,0.08832752,5,7,0.220945647,0.309323906,11.7,4.2,0,0,23,33.4,1.976997842
Florence County,South Carolina,"138,740","138,600","138,513",30265.73862,13966.13432,2847.222222,7536.167934,3709.732213,31,5,106,15,25,0.223910782,0.0361146,0.765630417,0.108343927,0.180375174,107,107,0.772853346,0.772853346,11.7,4.2,1,1,20.3,28.7,1.976997842
Georgetown County,South Carolina,"61,483","61,604","61,841",12374.96885,4700.381767,931.3776926,2539.828191,2713.833934,15,1,46,7,16,0.244403167,0.0162935,0.749503047,0.114054811,0.259723395,42,90,0.684328869,1.466419005,11.7,4.2,1,3,19.3,32,1.976997842
Greenville County,South Carolina,"490,860","498,949","506,552",163541.7134,58160.35957,5413.188098,41646.53767,19327.39595,88,11,212,25,62,0.17634069,0.0220426,0.424820754,0.0500968,0.1242612,426,449,0.85364925,0.899738294,11.7,4.2,1,1,13.8,17.7,1.976997842
Greenwood County,South Carolina,"70,010","70,280","70,587",12231.20307,5018.375298,986.0255668,2932.426076,1959.493739,15,2,50,5,11,0.213760474,0.0285014,0.712534914,0.071253491,0.15651679,55,48,0.783788406,0.684033518,11.7,4.2,1,0,19.1,26.2,1.976997842
Hampton County,South Carolina,"19,966","19,793","19,501",3679.61109,2159.966852,427.6257665,1009.671776,474.9058957,6,0,18,0,4,0.301901982,0,0.905705947,0,0.202091649,13,11,0.654120962,0.553486968,11.7,4.2,0,0,23.6,35.1,1.976997842
Horry County,South Carolina,"308,956","321,112","332,651",38348.33154,16890.77517,2404.502794,7646.608483,6676.839214,60,9,186,21,62,0.18666003,0.027999,0.578646093,0.06533101,0.193079054,308,550,0.958188153,1.711050274,11.7,4.2,6,6,16.7,29.6,1.976997842
Jasper County,South Carolina,"27,428","28,029","28,398",2839.33205,1362.589119,461.6710058,666.0301963,379.9149296,5,1,32,2,5,0.178119768,0.035624,1.139966513,0.071247907,0.178386673,20,16,0.712479071,0.569983257,11.7,4.2,0,0,23.2,40.1,1.976997842
Kershaw County,South Carolina,"63,648","64,283","65,092",10634.39025,4569.342882,930.4999573,2524.763789,1720.712059,8,1,42,1,7,0.124476808,0.0155596,0.653503244,0.0155596,0.108893484,42,35,0.653503244,0.544586037,11.7,4.2,1,1,15.5,23.3,1.976997842
Lancaster County,South Carolina,"86,322","89,957","92,624",15583.21107,9271.658882,1466.437289,4030.912443,2000.814009,24,2,47,3,12,0.26709699,0.0222581,0.523064938,0.0333871,0.133397073,47,46,0.523064938,0.511935897,11.7,4.2,0,0,14.4,21,1.976997842
Laurens County,South Carolina,"66,474","66,656","66,915",14406.23473,8461.38068,1419.961276,3634.879318,2336.793645,10,1,58,1,7,0.150215559,0.0150216,0.871250244,0.0150216,0.105016805,29,28,0.435625122,0.420603566,11.7,4.2,0,0,18.9,30.7,1.976997842
Lee County,South Carolina,"17,798","17,495","17,267",1107.915861,615.4415176,520.1905716,253.0566539,182.0032793,2,0,12,0,2,0.113591185,0,0.681547112,0,0.114318378,9,6,0.511160334,0.340773556,11.7,4.2,0,0,28.3,38.6,1.976997842
Lexington County,South Carolina,"281,779","286,503","290,818",63721.68004,20078.7664,2483.014362,15416.40273,7735.428852,43,7,180,15,45,0.15014281,0.0244419,0.628504787,0.0523754,0.15706642,219,211,0.764680824,0.736747278,11.7,4.2,2,1,13.2,19.1,1.976997842
McCormick County,South Carolina,"9,661","9,578","9,567",330.0932817,96.1552645,233.4563614,54.42004734,70.07721906,1,0,7,0,1,0.104504128,0,0.731528895,0,0.104405932,4,5,0.418016512,0.52252064,11.7,4.2,0,0,19.2,35.2,1.976997842
Marion County,South Carolina,"31,767","31,759","31,292",2914.201385,1962.819768,914.4365419,840.2777187,339.9283209,9,1,22,1,7,0.283437785,0.0314931,0.69284792,0.0314931,0.22040996,22,12,0.69284792,0.377917047,11.7,4.2,0,0,24.4,41.1,1.976997842
